AHL_GP,AHL_total_TOI,AHL_goals,primary_assists,secondary_assists,ev_goals,ev_primary_assists,ev_secondary_assists,AHL_shots,ev_shots,passes,ev_passes,ze_controlled_entry,ze_uncontrolled_entry,ze_controlled_exit,ze_uncontrolled_exit,penalties_taken,penalties_drawn,team_ev_shots_for,team_ev_shots_against,GP,G,A,P,PlusMinus,PIM,PointPerGame,PPG,PPP,SHG,SHP,GWG,OTG,S,ShootingPercentage,NHL_TOIPerGame_sec,ShiftsPerGame,FaceoffWinPercentage
17,23509,2,5,2,0,5,2,134,112,495,386,19,57,105,58,3,2,336,230,1,0,0,0,0,2,0,0,0,0,0,0,0,1,0,930,23,0
17,23509,2,5,2,0,5,2,134,112,495,386,19,57,105,58,3,2,336,230,6,0,0,0,-3,4,0,0,0,0,0,0,0,11,0,846,20.7,0
17,23509,2,5,2,0,5,2,134,112,495,386,19,57,105,58,3,2,336,230,34,2,8,10,9,8,0.29,0,3,0,0,0,0,45,4.4,1040,23.7,0
17,23509,2,5,2,0,5,2,134,112,495,386,19,57,105,58,3,2,336,230,6,0,0,0,-3,4,0,0,0,0,0,0,0,11,0,846,20.7,0
17,23509,2,5,2,0,5,2,134,112,495,386,19,57,105,58,3,2,336,230,34,2,8,10,9,8,0.29,0,3,0,0,0,0,45,4.4,1040,23.7,0
30,31300,6,4,7,0,0,4,40,27,580,391,69,31,63,17,8,13,293,284,9,0,0,0,-3,2,0,0,0,0,0,0,0,2,0,471,10.7,54.5
30,31300,6,4,7,0,0,4,40,27,580,391,69,31,63,17,8,13,293,284,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,532,11.5,48
30,31300,6,4,7,0,0,4,40,27,580,391,69,31,63,17,8,13,293,284,4,0,0,0,0,0,0,0,0,0,0,0,0,3,0,532,11.5,48
15,15161,6,3,2,0,3,0,63,47,288,199,42,22,46,21,6,3,202,149,3,0,2,2,2,0,0.67,0,0,0,0,0,0,3,0,641,15.3,0
15,15161,6,3,2,0,3,0,63,47,288,199,42,22,46,21,6,3,202,149,3,0,2,2,1,2,0.67,0,0,0,0,0,0,3,0,715,16,0
15,15161,6,3,2,0,3,0,63,47,288,199,42,22,46,21,6,3,202,149,3,0,2,2,1,2,0.67,0,0,0,0,0,0,3,0,715,16,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,11,1,2,3,-3,4,0.27,0,0,0,0,0,0,18,5.6,674,16.2,100
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,257,7,0
33,35495,9,14,4,0,7,1,194,130,986,589,64,79,104,37,14,12,360,288,4,0,0,0,0,2,0,0,0,0,0,0,0,4,0,521,11.8,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,22,3,2,5,0,6,0.23,0,0,0,0,0,0,27,11.1,719,15,100
33,35495,9,14,4,0,7,1,194,130,986,589,64,79,104,37,14,12,360,288,8,1,0,1,0,0,0.13,0,0,0,0,0,0,11,9.1,586,12,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,38,3,10,13,-5,10,0.34,0,1,0,0,1,0,34,8.8,655,14.1,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,6,1,1,2,-1,0,0.33,0,0,0,0,0,0,7,14.3,631,15.7,33.3
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,663,12,0
33,35495,9,14,4,0,7,1,194,130,986,589,64,79,104,37,14,12,360,288,21,0,3,3,-6,10,0.14,0,2,0,0,0,0,21,0,574,12,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,8,2,1,3,-1,0,0.38,0,0,0,0,1,0,11,18.2,575,12.1,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,7,1,0,1,1,0,0.14,0,0,0,0,0,0,9,11.1,742,17,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,60,7,9,16,5,10,0.27,0,0,0,0,3,0,91,7.7,709,15,25
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,45,3,4,7,-4,16,0.16,0,0,0,0,1,0,55,5.5,623,15.7,54.5
27,30655,3,2,2,0,2,1,46,35,418,344,18,57,59,54,10,6,318,433,2,0,0,0,-3,4,0,0,0,0,0,0,0,0,0,832,19,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,8,1,2,3,2,0,0.38,0,0,0,0,0,0,10,10,633,14.8,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,47,4,3,7,-1,11,0.15,0,0,0,0,1,0,61,6.6,623,15.9,42.1
27,30655,3,2,2,0,2,1,46,35,418,344,18,57,59,54,10,6,318,433,21,0,3,3,-4,11,0.14,0,0,0,0,0,0,10,0,747,17.6,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,6,1,0,1,0,0,0.17,0,0,0,0,0,0,7,14.3,554,14,43.5
33,35495,9,14,4,0,7,1,194,130,986,589,64,79,104,37,14,12,360,288,18,1,3,4,-6,6,0.22,0,3,0,0,1,0,24,4.2,724,16.3,0
22,20786,9,0,0,0,0,0,61,56,249,197,50,80,64,47,10,6,244,242,5,0,0,0,0,2,0,0,0,0,0,0,0,6,0,458,9.2,0
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,12,1,1,2,3,2,0.17,0,0,0,0,0,0,15,6.7,682,15.7,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,29,2,6,8,5,0,0.28,0,0,0,0,2,0,46,4.3,698,18.7,43.1
27,30655,3,2,2,0,2,1,46,35,418,344,18,57,59,54,10,6,318,433,6,0,0,0,-3,9,0,0,0,0,0,0,0,5,0,759,18.7,0
16,17949,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190,3,1,0,1,0,0,0.33,0,0,0,0,1,0,1,100,576,13,100
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,6,1,2,3,2,0,0.5,0,0,0,0,0,0,15,6.7,733,19.2,33.3
10,11965,0,0,1,0,0,1,20,17,166,127,1,28,25,19,1,1,116,197,9,0,2,2,1,5,0.22,0,0,0,0,0,0,4,0,563,15.4,0
22,20786,9,0,0,0,0,0,61,56,249,197,50,80,64,47,10,6,244,242,12,1,1,2,0,17,0.17,0,0,0,0,0,0,8,12.5,521,12.5,37.5
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,19,4,1,5,-3,2,0.26,0,0,0,0,0,0,17,23.5,706,15.3,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,22,0,1,1,-3,0,0.05,0,0,0,0,0,0,24,0,622,15.7,30
27,30655,3,2,2,0,2,1,46,35,418,344,18,57,59,54,10,6,318,433,18,2,1,3,0,15,0.17,0,0,0,0,0,0,17,11.8,895,22.4,0
16,17949,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190,10,0,2,2,-4,0,0.2,0,2,0,0,0,0,13,0,724,16.3,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,3,0,1,1,1,0,0.33,0,0,0,0,0,0,2,0,490,14.7,0
22,20786,9,0,0,0,0,0,61,56,249,197,50,80,64,47,10,6,244,242,5,1,0,1,1,2,0.2,0,0,0,0,0,0,4,25,387,9.6,33.3
29,28749,6,10,4,0,7,0,52,43,289,210,56,49,43,15,2,14,416,253,2,0,0,0,1,4,0,0,0,0,0,0,0,3,0,529,12.5,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,24,1,1,2,-3,6,0.08,0,0,0,0,1,0,24,4.2,573,14.8,44.4
27,30655,3,2,2,0,2,1,46,35,418,344,18,57,59,54,10,6,318,433,20,0,3,3,-12,8,0.15,0,0,0,0,0,0,15,0,854,20,0
16,17949,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190,57,11,9,20,-4,14,0.35,3,4,0,0,0,0,71,15.5,763,18.1,54.5
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,6,1,0,1,0,0,0.17,0,0,0,0,0,0,4,25,613,17.3,0
22,20786,9,0,0,0,0,0,61,56,249,197,50,80,64,47,10,6,244,242,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,461,11,0
23,20138,2,5,0,0,5,0,55,50,256,212,36,59,51,43,2,4,234,268,61,4,3,7,-6,6,0.11,0,0,0,0,0,0,45,8.9,578,14.1,0
27,30655,3,2,2,0,2,1,46,35,418,344,18,57,59,54,10,6,318,433,3,0,0,0,-2,4,0,0,0,0,0,0,0,5,0,923,25.3,0
16,17949,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190,68,8,3,11,-12,16,0.16,0,0,0,0,0,0,78,10.3,676,16,11.1
16,17949,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190,14,2,2,4,-1,4,0.29,0,0,0,0,0,0,15,13.3,593,15.2,50
16,17949,7,7,6,0,3,5,82,65,370,265,32,32,36,16,3,9,213,190,14,2,2,4,-1,4,0.29,0,0,0,0,0,0,15,13.3,593,15.2,50
30,22818,12,6,3,0,2,1,123,85,339,215,55,60,48,31,1,8,232,216,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,766,17,0
30,22818,12,6,3,0,2,1,123,85,339,215,55,60,48,31,1,8,232,216,2,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,431,10,0
30,22818,12,6,3,0,2,1,123,85,339,215,55,60,48,31,1,8,232,216,18,1,0,1,-2,7,0.06,0,0,0,0,0,0,26,3.8,545,13.2,0
30,22818,12,6,3,0,2,1,123,85,339,215,55,60,48,31,1,8,232,216,6,0,2,2,1,2,0.33,0,0,0,0,0,0,9,0,536,14,0
18,14770,3,3,4,0,3,4,32,29,168,134,33,36,18,18,5,2,194,159,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,612,15,20
21,29237,1,2,7,0,1,3,125,99,579,424,19,65,112,71,6,5,386,288,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,754,17.3,0
21,29237,1,2,7,0,1,3,125,99,579,424,19,65,112,71,6,5,386,288,16,0,1,1,-1,17,0.06,0,0,0,0,0,0,15,0,910,20.6,0
21,29237,1,2,7,0,1,3,125,99,579,424,19,65,112,71,6,5,386,288,16,0,2,2,-4,6,0.13,0,0,0,1,0,0,15,0,1114,27.4,0
21,29237,1,2,7,0,1,3,125,99,579,424,19,65,112,71,6,5,386,288,12,0,1,1,2,2,0.08,0,0,0,0,0,0,8,0,835,18.9,0
24,27923,6,8,7,0,6,4,70,51,499,369,62,59,43,27,9,7,354,331,2,0,0,0,0,0,0,0,0,0,0,0,0,5,0,757,15,0
24,27923,6,8,7,0,6,4,70,51,499,369,62,59,43,27,9,7,354,331,4,0,1,1,2,0,0.25,0,0,0,0,0,0,6,0,428,11.3,0
24,27923,6,8,7,0,6,4,70,51,499,369,62,59,43,27,9,7,354,331,4,0,1,1,2,0,0.25,0,0,0,0,0,0,6,0,428,11.3,0
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,2,1,0,1,1,0,0.5,0,0,0,0,0,0,3,33.3,401,10.5,0
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,24,6,7,13,2,10,0.54,0,0,0,0,2,0,57,10.5,905,19.6,45.8
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,7,0,1,1,1,0,0.14,0,0,0,0,0,0,12,0,839,19.4,100
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,82,17,20,37,-4,46,0.45,4,8,0,0,0,0,184,9.2,935,21.4,41.9
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,5,0,0,0,0,0,0,0,0,0,0,0,0,6,0,508,10.4,0
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,10,3,1,4,-1,2,0.4,0,0,0,0,1,1,21,14.3,956,24.1,61.5
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,6,2,1,3,2,2,0.5,0,0,0,0,0,0,14,14.3,717,19.2,22.2
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,47,8,11,19,5,11,0.4,2,4,0,0,2,0,80,10,883,20.7,46.8
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,45,7,10,17,-1,32,0.38,1,1,0,0,0,0,82,8.5,682,16,50
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,76,6,11,17,-15,41,0.22,2,3,0,0,1,0,108,5.6,824,20.5,37.3
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,70,8,10,18,-22,34,0.26,0,0,0,0,0,0,96,8.3,743,16.9,46.7
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,705,21,0
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,26,1,0,1,-5,29,0.04,0,0,0,0,0,0,39,2.6,589,14.1,66.7
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,18,2,6,8,-3,0,0.44,0,0,0,0,0,0,29,6.9,630,16.2,50
24,22789,2,7,0,0,3,0,86,66,403,295,65,45,56,18,6,4,327,201,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,366,9,40
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,3,0,0,0,0,0,0,0,0,0,0,0,0,4,0,531,12.7,100
25,23075,3,3,2,0,3,1,64,38,257,185,38,63,52,31,3,4,256,238,31,7,8,15,-2,13,0.48,1,2,0,0,0,0,58,12.1,845,18.6,61.9
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,5,1,0,1,0,7,0.2,0,0,0,0,0,0,4,25,488,12,0
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,3,1,0,1,1,0,0.33,0,0,0,0,0,0,5,20,541,12.3,0
29,27939,12,3,3,0,3,1,92,71,392,281,61,72,43,24,6,7,388,295,3,1,0,1,1,0,0.33,0,0,0,0,0,0,5,20,541,12.3,0
26,21062,4,3,3,0,2,1,50,37,204,156,37,50,48,21,14,24,206,230,4,0,0,0,1,2,0,0,0,0,0,0,0,2,0,710,16.3,61.5
26,21062,4,3,3,0,2,1,50,37,204,156,37,50,48,21,14,24,206,230,4,0,0,0,1,2,0,0,0,0,0,0,0,2,0,710,16.3,61.5
25,21689,3,8,4,0,7,2,61,44,222,162,35,69,48,30,4,2,206,250,7,1,0,1,-1,0,0.14,0,0,0,0,0,0,4,25,476,13.4,47.1
25,21689,3,8,4,0,7,2,61,44,222,162,35,69,48,30,4,2,206,250,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,384,10,81.8
25,21689,3,8,4,0,7,2,61,44,222,162,35,69,48,30,4,2,206,250,20,2,5,7,3,4,0.35,0,0,0,0,0,0,11,18.2,577,13.2,50.9
21,23563,5,10,5,0,7,5,95,72,473,338,52,47,62,19,14,17,362,194,8,3,0,3,-2,31,0.38,1,1,0,0,1,0,9,33.3,717,18.4,28.6
21,23563,5,10,5,0,7,5,95,72,473,338,52,47,62,19,14,17,362,194,47,11,18,29,3,20,0.62,1,4,0,0,3,0,67,16.4,838,18.8,26.7
21,23563,5,10,5,0,7,5,95,72,473,338,52,47,62,19,14,17,362,194,79,7,19,26,1,50,0.33,1,1,0,0,2,1,100,7,776,18,64.3
21,23563,5,10,5,0,7,5,95,72,473,338,52,47,62,19,14,17,362,194,15,1,2,3,-3,14,0.2,0,0,0,0,0,0,23,4.3,808,17.4,33.3
21,23563,5,10,5,0,7,5,95,72,473,338,52,47,62,19,14,17,362,194,11,1,3,4,0,4,0.36,1,1,0,0,0,0,16,6.3,693,17.6,50
21,23563,5,10,5,0,7,5,95,72,473,338,52,47,62,19,14,17,362,194,11,1,3,4,0,4,0.36,1,1,0,0,0,0,16,6.3,693,17.6,50
22,23345,3,3,3,0,3,3,43,38,367,312,66,42,66,27,2,7,304,299,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,704,17,30
22,23345,3,3,3,0,3,3,43,38,367,312,66,42,66,27,2,7,304,299,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,704,17,30
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,6,0,0,0,0,2,0,0,0,0,0,0,0,9,0,831,21.5,100
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,67,6,9,15,1,14,0.22,0,0,0,0,0,0,92,6.5,773,18.3,47.3
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,76,6,14,20,-1,18,0.26,1,2,1,4,0,0,78,7.7,831,19.5,43.8
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,11,50
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,37,1,3,4,-8,4,0.11,0,0,0,0,0,0,26,3.8,548,13.7,39.4
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436,11,50
8,8360,2,0,0,0,0,0,24,16,105,77,19,15,21,4,1,4,95,93,37,1,3,4,-8,4,0.11,0,0,0,0,0,0,26,3.8,548,13.7,39.4
1,1243,1,0,0,0,0,0,4,1,20,2,0,0,0,0,0,0,3,0,23,6,3,9,0,8,0.39,1,1,0,0,1,0,39,15.4,724,18.1,0
24,23189,3,0,2,0,0,1,50,38,241,188,49,52,45,44,8,7,194,337,11,0,0,0,-2,0,0,0,0,0,0,0,0,7,0,524,11.8,100
1,1243,1,0,0,0,0,0,4,1,20,2,0,0,0,0,0,0,3,0,33,2,7,9,4,6,0.27,0,0,0,0,1,0,44,4.5,615,15.5,66.7
1,1243,1,0,0,0,0,0,4,1,20,2,0,0,0,0,0,0,3,0,33,2,7,9,4,6,0.27,0,0,0,0,1,0,44,4.5,615,15.5,66.7
23,22993,5,6,7,0,5,6,71,56,361,280,55,44,56,24,1,7,303,250,8,0,0,0,-3,2,0,0,0,0,0,0,0,7,0,794,16.1,0
23,22993,5,6,7,0,5,6,71,56,361,280,55,44,56,24,1,7,303,250,8,0,0,0,-3,2,0,0,0,0,0,0,0,7,0,794,16.1,0
27,28613,7,5,4,0,4,3,100,72,275,188,56,82,47,40,7,8,317,289,16,1,2,3,1,0,0.19,0,0,0,0,0,0,11,9.1,467,12.4,0
20,20530,3,2,2,0,2,1,49,41,352,254,10,43,41,35,5,6,199,213,13,1,4,5,-1,13,0.38,0,0,0,0,0,0,13,7.7,872,18.5,0
27,16382,2,1,1,0,1,0,39,35,190,161,33,53,29,33,16,11,209,222,5,0,1,1,1,5,0.2,0,0,0,0,0,0,3,0,491,13.4,0
22,29057,6,6,9,0,4,6,154,123,593,438,48,62,130,62,7,2,427,345,6,1,1,2,1,0,0.33,0,0,0,0,0,0,10,10,970,19.7,0
22,29057,6,6,9,0,4,6,154,123,593,438,48,62,130,62,7,2,427,345,4,0,1,1,1,0,0.25,0,0,0,0,0,0,7,0,1065,23,0
22,29057,6,6,9,0,4,6,154,123,593,438,48,62,130,62,7,2,427,345,22,1,1,2,-9,2,0.09,1,2,0,0,0,0,40,2.5,1027,23.2,0
22,29057,6,6,9,0,4,6,154,123,593,438,48,62,130,62,7,2,427,345,7,0,1,1,-3,6,0.14,0,0,0,0,0,0,14,0,944,22.6,0
22,29057,6,6,9,0,4,6,154,123,593,438,48,62,130,62,7,2,427,345,7,0,1,1,-3,6,0.14,0,0,0,0,0,0,14,0,944,22.6,0
4,4025,1,1,1,0,1,0,14,8,72,53,15,6,11,4,3,2,49,30,47,6,4,10,-5,8,0.21,2,2,0,0,1,1,67,9,674,15.3,36.4
4,4025,1,1,1,0,1,0,14,8,72,53,15,6,11,4,3,2,49,30,47,6,4,10,-5,8,0.21,2,2,0,0,1,1,67,9,674,15.3,36.4
16,20329,1,4,3,0,4,3,86,75,420,330,27,53,79,39,2,4,311,245,34,2,5,7,-11,4,0.21,1,4,0,0,2,0,56,3.6,1052,22.4,0
16,20329,1,4,3,0,4,3,86,75,420,330,27,53,79,39,2,4,311,245,2,0,0,0,1,2,0,0,0,0,0,0,0,5,0,881,24.5,0
16,20329,1,4,3,0,4,3,86,75,420,330,27,53,79,39,2,4,311,245,22,0,7,7,4,2,0.32,0,0,0,0,0,0,25,0,927,21.2,0
16,20329,1,4,3,0,4,3,86,75,420,330,27,53,79,39,2,4,311,245,11,0,0,0,-4,4,0,0,0,0,0,0,0,11,0,893,20.9,0
16,20329,1,4,3,0,4,3,86,75,420,330,27,53,79,39,2,4,311,245,11,0,0,0,-4,4,0,0,0,0,0,0,0,11,0,893,20.9,0
25,23747,3,8,3,0,6,3,76,65,466,366,57,56,58,29,4,2,418,231,3,0,1,1,0,0,0.33,0,0,0,0,0,0,2,0,364,9.3,0
25,23747,3,8,3,0,6,3,76,65,466,366,57,56,58,29,4,2,418,231,2,0,1,1,-1,0,0.5,0,0,0,0,0,0,2,0,782,20.5,0
25,23747,3,8,3,0,6,3,76,65,466,366,57,56,58,29,4,2,418,231,2,0,1,1,-1,0,0.5,0,0,0,0,0,0,2,0,782,20.5,0
4,4144,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32,2,0,0,0,-1,7,0,0,0,0,0,0,0,0,0,421,12,0
3,3151,0,0,0,0,0,0,14,9,61,43,0,8,6,8,4,3,40,42,2,0,0,0,-1,7,0,0,0,0,0,0,0,0,0,421,12,0
4,4144,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,482,16,0
3,3151,0,0,0,0,0,0,14,9,61,43,0,8,6,8,4,3,40,42,1,0,0,0,0,9,0,0,0,0,0,0,0,0,0,482,16,0
4,4144,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,547,17,0
3,3151,0,0,0,0,0,0,14,9,61,43,0,8,6,8,4,3,40,42,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,547,17,0
4,4144,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32,34,2,2,4,7,64,0.12,0,0,0,0,0,0,28,7.1,847,20.6,0
3,3151,0,0,0,0,0,0,14,9,61,43,0,8,6,8,4,3,40,42,34,2,2,4,7,64,0.12,0,0,0,0,0,0,28,7.1,847,20.6,0
4,4144,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32,6,1,0,1,-2,14,0.17,0,0,0,0,0,0,3,33.3,571,12.7,0
3,3151,0,0,0,0,0,0,14,9,61,43,0,8,6,8,4,3,40,42,6,1,0,1,-2,14,0.17,0,0,0,0,0,0,3,33.3,571,12.7,0
4,4144,1,0,1,0,0,0,9,4,59,34,2,11,5,4,2,1,28,32,6,1,0,1,-2,14,0.17,0,0,0,0,0,0,3,33.3,571,12.7,0
3,3151,0,0,0,0,0,0,14,9,61,43,0,8,6,8,4,3,40,42,6,1,0,1,-2,14,0.17,0,0,0,0,0,0,3,33.3,571,12.7,0
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,35,1,2,3,-1,94,0.09,0,0,0,0,0,0,20,5,341,8.5,0
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,35,2,3,5,-1,129,0.14,0,0,0,0,1,0,21,9.5,368,9.3,0
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,58,1,5,6,1,178,0.1,0,0,0,0,0,0,33,3,394,9.3,33.3
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,44,1,2,3,-2,110,0.07,0,0,0,0,0,0,20,5,292,7.8,0
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,51,4,5,9,-4,87,0.18,0,0,0,0,0,0,28,14.3,294,8.1,50
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,4,0,0,0,-1,24,0,0,0,0,0,0,0,1,0,303,7.5,0
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,45,3,4,7,2,49,0.16,0,0,0,0,0,0,42,7.1,376,9.6,50
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,74,4,5,9,-10,127,0.12,0,0,0,0,0,0,64,6.3,446,10.6,25
1,296,0,0,0,0,0,0,1,0,4,2,0,1,0,1,0,0,1,1,76,3,10,13,-3,176,0.17,0,0,0,0,0,0,71,4.2,452,10.7,25
