AHL_GP,AHL_total_TOI,AHL_goals,primary_assists,secondary_assists,ev_goals,ev_primary_assists,ev_secondary_assists,AHL_shots,ev_shots,passes,ev_passes,ze_controlled_entry,ze_uncontrolled_entry,ze_controlled_exit,ze_uncontrolled_exit,penalties_taken,penalties_drawn,team_ev_shots_for,team_ev_shots_against,GP,G,A,P,PlusMinus,PIM,PointPerGame,PPG,PPP,SHG,SHP,GWG,OTG,S,ShootingPercentage,NHL_TOIPerGame_sec,ShiftsPerGame,FaceoffWinPercentage
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,6,1,1,2,0,2,0.33,0,0,0,0,1,0,4,25,645,16.5,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,18,1,1,2,-9,14,0.11,0,0,0,0,0,0,18,5.6,649,16.5,0
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,71,9,22,31,13,12,0.44,0,2,0,0,2,0,104,8.6,717,16.8,50
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,4,0,0,0,-1,0,0,0,0,0,0,0,0,4,0,800,23.3,0
24,25652,13,4,2,0,2,2,91,85,250,192,68,63,67,34,7,11,334,326,8,0,0,0,-2,2,0,0,0,0,0,0,0,22,0,696,14.4,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,24,0,4,4,2,17,0.17,0,0,0,0,0,0,16,0,853,19.9,0
24,25633,1,6,6,0,5,4,66,50,396,305,64,50,53,39,7,9,336,296,60,5,11,16,3,20,0.27,0,0,0,1,1,0,54,9.3,711,17.1,25
24,25652,13,4,2,0,2,2,91,85,250,192,68,63,67,34,7,11,334,326,32,2,2,4,0,4,0.13,0,0,0,0,1,0,36,5.6,637,14.6,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,52,0,8,8,-3,29,0.15,0,0,0,0,0,0,33,0,821,20.8,0
24,25652,13,4,2,0,2,2,91,85,250,192,68,63,67,34,7,11,334,326,32,2,2,4,0,4,0.13,0,0,0,0,1,0,36,5.6,637,14.6,0
6,6678,0,0,0,0,0,0,12,7,76,61,2,18,13,23,2,3,57,123,52,0,8,8,-3,29,0.15,0,0,0,0,0,0,33,0,821,20.8,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,2,0,0,0,1,2,0,0,0,0,0,0,0,1,0,390,10,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,10,0,0,0,-1,6,0,0,0,0,0,0,0,9,0,883,21,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,11,0,3,3,-5,13,0.27,0,3,0,0,0,0,11,0,1015,22.3,0
24,26490,0,2,2,0,2,2,77,50,563,396,17,43,104,57,6,9,272,276,11,0,3,3,-5,13,0.27,0,3,0,0,0,0,11,0,1015,22.3,0
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,9,0,0,0,-3,2,0,0,0,0,0,0,0,14,0,886,19.3,0
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,6,2,0,2,-2,0,0.33,0,0,0,0,1,1,8,25,647,17.7,100
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,8,1,0,1,-2,0,0.13,0,0,0,0,0,0,11,9.1,641,17.1,0
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,6,2,0,2,-2,0,0.33,0,0,0,0,1,1,8,25,647,17.7,100
18,20852,7,3,6,0,1,5,85,62,425,309,67,36,65,21,1,8,257,177,8,1,0,1,-2,0,0.13,0,0,0,0,0,0,11,9.1,641,17.1,0
24,21419,3,10,3,0,6,3,100,70,297,211,32,37,29,23,6,7,305,160,5,0,3,3,3,2,0.6,0,0,0,0,0,0,4,0,641,16.2,0
24,21419,3,10,3,0,6,3,100,70,297,211,32,37,29,23,6,7,305,160,32,2,7,9,5,15,0.28,0,0,0,0,0,0,32,6.3,570,14,33.3
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,34,5,5,10,-2,4,0.29,1,2,0,0,2,0,39,12.8,817,17.1,29.5
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,4,0,0,0,-2,0,0,0,0,0,0,0,0,2,0,638,14.8,100
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,20,2,1,3,-3,0,0.15,0,0,1,1,0,0,21,9.5,722,16.6,42.9
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,74,14,11,25,-11,27,0.34,1,2,0,0,3,1,102,13.7,829,18.2,32.8
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,35,4,3,7,-2,17,0.2,0,0,0,0,0,0,32,12.5,550,12.6,30.4
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,31,4,5,9,-1,10,0.29,0,0,1,2,0,0,37,10.8,913,18.6,40.2
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,12,0,1,1,-5,2,0.08,0,0,0,0,0,0,3,0,697,15.2,34
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,41,0,3,3,-2,0,0.07,0,0,0,0,0,0,34,0,679,16.2,50.6
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,675,18.5,36.8
29,24354,6,2,0,0,0,0,57,48,240,167,60,56,60,33,5,19,239,287,4,0,0,0,-3,4,0,0,0,0,0,0,0,2,0,611,14,37
25,27362,5,5,4,0,4,4,72,59,455,372,87,54,88,36,8,8,384,349,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,675,18.5,36.8
29,24354,6,2,0,0,0,0,57,48,240,167,60,56,60,33,5,19,239,287,4,0,0,0,-3,4,0,0,0,0,0,0,0,2,0,611,14,37
12,12561,5,2,1,0,1,1,53,36,151,88,19,39,22,14,3,1,137,104,9,0,0,0,-1,2,0,0,0,0,0,0,0,15,0,755,17.6,0
12,12561,5,2,1,0,1,1,53,36,151,88,19,39,22,14,3,1,137,104,24,2,1,3,-3,4,0.13,0,0,0,0,0,0,21,9.5,576,13.5,66.7
12,12561,5,2,1,0,1,1,53,36,151,88,19,39,22,14,3,1,137,104,24,2,1,3,-3,4,0.13,0,0,0,0,0,0,21,9.5,576,13.5,66.7
7,7222,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94,3,0,0,0,-2,0,0,0,0,0,0,0,0,9,0,697,19.7,25
7,7222,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94,53,5,2,7,-7,13,0.13,1,1,0,0,1,0,72,6.9,734,16.7,43.2
7,7222,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94,9,0,0,0,0,4,0,0,0,0,0,0,0,7,0,571,17.3,100
7,7222,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94,55,3,7,10,3,10,0.18,0,0,1,2,1,0,59,5.1,582,15.4,37.9
7,7222,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94,9,0,0,0,0,4,0,0,0,0,0,0,0,7,0,571,17.3,100
7,7222,2,0,1,0,0,1,28,20,105,79,13,15,10,9,1,2,83,94,55,3,7,10,3,10,0.18,0,0,1,2,1,0,59,5.1,582,15.4,37.9
10,4968,0,1,0,0,1,0,17,13,57,43,9,16,7,5,4,3,64,64,67,2,2,4,-8,127,0.06,0,0,0,0,0,0,30,6.7,348,9,100
10,4968,0,1,0,0,1,0,17,13,57,43,9,16,7,5,4,3,64,64,40,2,1,3,-4,43,0.08,0,0,0,0,0,0,26,7.7,443,10.7,0
14,17397,0,3,2,0,1,2,44,39,321,283,19,44,59,22,13,11,217,174,16,0,0,0,0,15,0,0,0,0,0,0,0,10,0,911,21.1,0
14,17397,0,3,2,0,1,2,44,39,321,283,19,44,59,22,13,11,217,174,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,195,6,0
10,4968,0,1,0,0,1,0,17,13,57,43,9,16,7,5,4,3,64,64,29,1,0,1,-6,24,0.03,0,0,0,0,0,0,18,5.6,371,9.8,0
14,17397,0,3,2,0,1,2,44,39,321,283,19,44,59,22,13,11,217,174,4,0,0,0,0,4,0,0,0,0,0,0,0,1,0,427,10,0
10,4968,0,1,0,0,1,0,17,13,57,43,9,16,7,5,4,3,64,64,11,0,0,0,-2,12,0,0,0,0,0,0,0,3,0,427,10.3,0
14,17397,0,3,2,0,1,2,44,39,321,283,19,44,59,22,13,11,217,174,34,0,4,4,-1,39,0.12,0,0,0,0,0,0,24,0,592,14.1,0
10,4968,0,1,0,0,1,0,17,13,57,43,9,16,7,5,4,3,64,64,11,0,0,0,-2,12,0,0,0,0,0,0,0,3,0,427,10.3,0
14,17397,0,3,2,0,1,2,44,39,321,283,19,44,59,22,13,11,217,174,34,0,4,4,-1,39,0.12,0,0,0,0,0,0,24,0,592,14.1,0
21,26844,5,2,4,0,1,3,90,73,703,512,35,82,105,54,9,6,322,236,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1046,20.7,0
21,26844,5,2,4,0,1,3,90,73,703,512,35,82,105,54,9,6,322,236,3,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1046,20.7,0
17,19113,5,4,3,0,3,2,49,38,393,279,54,38,57,20,3,2,255,185,5,0,1,1,3,0,0.2,0,0,0,0,0,0,3,0,643,16.6,60
17,19113,5,4,3,0,3,2,49,38,393,279,54,38,57,20,3,2,255,185,16,0,2,2,-3,2,0.13,0,1,0,0,0,0,15,0,625,15.1,40
17,19113,5,4,3,0,3,2,49,38,393,279,54,38,57,20,3,2,255,185,16,0,2,2,-3,2,0.13,0,1,0,0,0,0,15,0,625,15.1,40
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,2,0,0,0,-2,0,0,0,0,0,0,0,0,1,0,929,23,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,2,0,0,0,-2,6,0,0,0,0,0,0,0,1,0,544,14.5,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,49,5,5,10,10,28,0.2,1,1,0,0,0,0,54,9.3,874,19.1,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,524,13,0
6,6519,0,2,0,0,1,0,14,11,99,80,0,21,19,20,1,1,83,92,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,565,13,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,52,1,6,7,-4,16,0.13,0,0,0,0,0,0,53,1.9,1006,21.2,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,30,2,8,10,0,6,0.33,0,0,0,0,0,0,32,6.3,899,19.3,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,60,2,11,13,-5,14,0.22,1,4,0,0,0,0,80,2.5,1095,22.2,0
12,18990,3,5,5,0,4,5,58,42,444,290,12,50,77,54,6,1,208,218,60,2,11,13,-5,14,0.22,1,4,0,0,0,0,80,2.5,1095,22.2,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,6,0,0,0,-1,4,0,0,0,0,0,0,0,2,0,550,12.2,0
26,37261,10,8,7,0,4,4,177,134,882,629,38,82,173,77,3,3,501,368,17,3,2,5,-2,2,0.29,1,1,0,0,0,0,38,7.9,1240,23.2,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,3,0,0,0,-2,0,0,0,0,0,0,0,0,0,0,367,10,0
26,37261,10,8,7,0,4,4,177,134,882,629,38,82,173,77,3,3,501,368,30,1,6,7,6,4,0.23,0,1,0,0,0,0,33,3,992,21.1,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,7,1,1,2,-1,4,0.29,0,0,0,0,0,0,12,8.3,1186,28.4,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,11,0,2,2,0,6,0.18,0,0,0,0,0,0,9,0,809,17.7,0
26,37261,10,8,7,0,4,4,177,134,882,629,38,82,173,77,3,3,501,368,2,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,998,21,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,8,0,1,1,2,10,0.13,0,0,0,0,0,0,12,0,1221,28.9,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,64,0,18,18,22,30,0.28,0,0,0,0,0,0,91,0,1172,26.1,0
25,18375,7,4,2,0,1,2,54,47,195,160,43,54,47,40,5,6,218,244,2,1,0,1,-1,2,0.5,0,0,0,0,0,0,1,100,578,15,47.6
26,37261,10,8,7,0,4,4,177,134,882,629,38,82,173,77,3,3,501,368,7,0,0,0,0,0,0,0,0,0,0,0,0,6,0,803,18.7,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,47,0,4,4,-6,37,0.09,0,0,0,0,0,0,67,0,1016,22.3,0
26,37261,10,8,7,0,4,4,177,134,882,629,38,82,173,77,3,3,501,368,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,217,4.7,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,80,6,12,18,-19,50,0.23,0,0,0,0,0,0,85,7,1117,25.4,0
26,37261,10,8,7,0,4,4,177,134,882,629,38,82,173,77,3,3,501,368,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,835,20.3,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,4,0,0,0,-5,0,0,0,0,0,0,0,0,6,0,764,18,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,24,1,1,2,-4,26,0.08,0,0,0,0,0,0,16,6.3,923,21.8,0
28,31684,1,6,6,0,5,4,108,88,654,523,36,51,126,44,5,2,479,373,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,749,22,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,4,0,0,0,-5,0,0,0,0,0,0,0,0,6,0,764,18,0
22,26406,1,3,3,0,2,2,94,70,463,349,35,60,100,49,6,2,323,327,24,1,1,2,-4,26,0.08,0,0,0,0,0,0,16,6.3,923,21.8,0
28,31684,1,6,6,0,5,4,108,88,654,523,36,51,126,44,5,2,479,373,2,0,0,0,0,2,0,0,0,0,0,0,0,4,0,749,22,0
24,26315,2,5,5,0,3,3,68,49,433,306,75,51,88,24,2,8,293,252,10,1,1,2,-3,2,0.2,0,0,0,0,0,0,9,11.1,686,15.9,44.4
24,26315,2,5,5,0,3,3,68,49,433,306,75,51,88,24,2,8,293,252,10,1,1,2,-3,2,0.2,0,0,0,0,0,0,9,11.1,686,15.9,44.4
27,30204,5,2,5,0,1,4,59,47,397,306,52,76,48,41,3,6,292,413,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,527,12,0
27,30204,5,2,5,0,1,4,59,47,397,306,52,76,48,41,3,6,292,413,5,0,0,0,-1,2,0,0,0,0,0,0,0,1,0,530,13.8,0
23,25914,6,2,5,0,1,2,92,61,361,272,71,62,56,34,5,6,291,365,20,2,2,4,-4,37,0.2,0,0,0,0,0,0,37,5.4,627,14.8,51.3
23,25914,6,2,5,0,1,2,92,61,361,272,71,62,56,34,5,6,291,365,7,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,405,10.3,62.5
23,25914,6,2,5,0,1,2,92,61,361,272,71,62,56,34,5,6,291,365,7,0,0,0,-3,0,0,0,0,0,0,0,0,7,0,405,10.3,62.5
25,33955,1,2,2,0,2,2,132,101,777,589,22,90,145,103,9,2,418,450,1,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,1342,34,0
25,33955,1,2,2,0,2,2,132,101,777,589,22,90,145,103,9,2,418,450,35,0,8,8,-7,27,0.23,0,5,0,0,0,0,49,0,1324,28.7,0
8,10330,3,1,2,0,0,2,27,28,209,169,34,17,39,15,4,2,137,136,6,0,0,0,-3,4,0,0,0,0,0,0,0,6,0,621,13.7,36
19,19042,4,2,4,0,1,2,53,36,292,219,49,27,49,20,5,2,237,194,14,0,1,1,-3,0,0.07,0,0,0,0,0,0,16,0,615,15.1,61.5
25,33955,1,2,2,0,2,2,132,101,777,589,22,90,145,103,9,2,418,450,3,0,2,2,2,0,0.67,0,0,0,0,0,0,1,0,1015,21.3,0
19,19042,4,2,4,0,1,2,53,36,292,219,49,27,49,20,5,2,237,194,60,7,7,14,-6,18,0.23,1,3,0,0,1,0,78,9,619,14.6,45.9
6,6603,1,2,4,0,2,3,22,10,104,46,5,8,6,4,2,7,57,47,17,0,1,1,0,2,0.06,0,0,0,0,0,0,6,0,533,13.4,42.9
25,33955,1,2,2,0,2,2,132,101,777,589,22,90,145,103,9,2,418,450,28,4,7,11,10,8,0.39,0,0,0,0,1,0,49,8.2,925,20,0
19,19042,4,2,4,0,1,2,53,36,292,219,49,27,49,20,5,2,237,194,29,3,2,5,3,4,0.17,0,0,0,0,1,0,27,11.1,473,11.6,80
6,6603,1,2,4,0,2,3,22,10,104,46,5,8,6,4,2,7,57,47,33,1,4,5,-8,21,0.15,0,0,0,0,0,0,23,4.3,611,15.2,48.6
25,33955,1,2,2,0,2,2,132,101,777,589,22,90,145,103,9,2,418,450,7,0,1,1,1,0,0.14,0,0,0,0,0,0,7,0,923,22,0
20,24968,0,3,1,0,2,1,101,82,407,308,9,39,65,40,4,6,290,353,1,0,1,1,0,0,1,0,0,0,0,0,0,2,0,765,19,0
8,10330,3,1,2,0,0,2,27,28,209,169,34,17,39,15,4,2,137,136,3,0,1,1,0,10,0.33,0,0,0,0,0,0,2,0,425,11.3,45
6,6603,1,2,4,0,2,3,22,10,104,46,5,8,6,4,2,7,57,47,8,1,1,2,3,5,0.25,0,0,0,0,0,0,10,10,539,13,65.3
25,33955,1,2,2,0,2,2,132,101,777,589,22,90,145,103,9,2,418,450,15,0,1,1,6,4,0.07,0,0,0,0,0,0,9,0,890,19.6,0
17,18765,5,6,0,0,5,0,46,33,194,131,31,30,21,27,10,6,231,201,20,1,1,2,-10,37,0.1,0,0,0,0,0,0,41,2.4,700,17.7,50.3
20,24968,0,3,1,0,2,1,101,82,407,308,9,39,65,40,4,6,290,353,1,0,0,0,0,4,0,0,0,0,0,0,0,2,0,452,12,0
8,10330,3,1,2,0,0,2,27,28,209,169,34,17,39,15,4,2,137,136,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,501,13,50
17,18765,5,6,0,0,5,0,46,33,194,131,31,30,21,27,10,6,231,201,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,414,13,0
19,19042,4,2,4,0,1,2,53,36,292,219,49,27,49,20,5,2,237,194,19,2,1,3,-3,2,0.16,0,0,0,0,0,0,25,8,608,15.1,33.3
6,6603,1,2,4,0,2,3,22,10,104,46,5,8,6,4,2,7,57,47,68,4,5,9,-12,29,0.13,0,0,0,0,0,0,64,6.3,661,16.4,52.7
17,18765,5,6,0,0,5,0,46,33,194,131,31,30,21,27,10,6,231,201,31,1,4,5,-4,41,0.16,0,0,0,0,0,0,31,3.2,593,14.6,43.4
8,10330,3,1,2,0,0,2,27,28,209,169,34,17,39,15,4,2,137,136,38,2,7,9,-5,9,0.24,1,2,0,0,0,0,33,6.1,669,16.5,43.9
17,18765,5,6,0,0,5,0,46,33,194,131,31,30,21,27,10,6,231,201,1,0,0,0,-1,0,0,0,0,0,0,0,0,0,0,414,13,0
19,19042,4,2,4,0,1,2,53,36,292,219,49,27,49,20,5,2,237,194,19,2,1,3,-3,2,0.16,0,0,0,0,0,0,25,8,608,15.1,33.3
6,6603,1,2,4,0,2,3,22,10,104,46,5,8,6,4,2,7,57,47,68,4,5,9,-12,29,0.13,0,0,0,0,0,0,64,6.3,661,16.4,52.7
17,18765,5,6,0,0,5,0,46,33,194,131,31,30,21,27,10,6,231,201,31,1,4,5,-4,41,0.16,0,0,0,0,0,0,31,3.2,593,14.6,43.4
8,10330,3,1,2,0,0,2,27,28,209,169,34,17,39,15,4,2,137,136,38,2,7,9,-5,9,0.24,1,2,0,0,0,0,33,6.1,669,16.5,43.9
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,9,0,0,0,-5,10,0,0,0,0,0,0,0,10,0,683,15.9,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,1,0,0,0,-1,0,0,0,0,0,0,0,0,1,0,471,13,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,40,2,2,4,3,59,0.1,0,0,0,0,0,0,40,5,486,12.2,32.2
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,1,0,0,0,-1,0,0,0,0,0,0,0,0,2,0,631,15,50
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,39,2,2,4,-1,27,0.1,0,0,0,0,0,0,34,5.9,561,12.8,40
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,1,0,0,0,0,10,0,0,0,0,0,0,0,1,0,492,11,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,5,0,0,0,-1,4,0,0,0,0,0,0,0,5,0,500,13.2,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,7,0,0,0,-2,5,0,0,0,0,0,0,0,2,0,368,9.1,0
30,31089,9,2,3,0,2,3,116,95,409,298,66,84,58,37,7,13,446,244,20,1,0,1,-1,32,0.05,0,0,0,0,0,0,25,4,569,13.2,20
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,2,0,0,0,-1,2,0,0,0,0,0,0,0,0,0,587,14,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,7,0,0,0,-2,4,0,0,0,0,0,0,0,5,0,348,9.4,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,20,3,2,5,3,34,0.25,0,0,0,0,1,0,14,21.4,519,12.4,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,487,11,0
23,26188,2,2,1,0,2,1,85,64,283,228,51,70,53,27,8,10,332,349,2,0,0,0,0,4,0,0,0,0,0,0,0,1,0,487,11,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,2,1,0,1,1,4,0.5,0,0,0,0,0,0,1,100,545,12,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,9,1,4,5,4,8,0.56,1,1,0,0,0,0,23,4.3,911,20.9,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,81,17,18,35,1,45,0.43,4,11,0,0,2,0,159,10.7,945,20.8,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,11,4,2,6,3,4,0.55,0,0,0,0,1,0,27,14.8,1129,24.4,25
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,78,26,40,66,17,36,0.85,11,26,0,1,9,0,191,13.6,1005,20.6,18.2
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,13,4,0,4,5,4,0.31,1,1,0,0,1,0,23,17.4,1053,23.5,33.3
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,79,24,31,55,19,47,0.7,5,16,1,1,8,0,233,10.3,1084,22.3,60
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,6,1,0,1,-3,2,0.17,1,1,0,0,0,0,20,5,1162,26.7,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,77,23,34,57,11,52,0.74,6,19,0,2,6,0,179,12.8,1107,25.5,46.7
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,1,0,0,0,0,0,0,0,0,0,0,0,0,3,0,728,16,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,66,22,12,34,-12,18,0.52,8,12,2,2,3,0,163,13.5,1095,21.4,50
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,66,18,15,33,-12,49,0.5,1,4,4,4,0,0,167,10.8,1083,21.6,30.8
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,7,1,1,2,3,4,0.29,0,0,0,0,0,0,19,5.3,1313,27.4,0
9,6884,1,1,1,0,1,1,19,17,83,66,11,22,10,11,3,1,96,103,77,35,25,60,4,32,0.78,10,15,1,2,3,0,212,16.5,1173,26.3,16.7
